SNo,Project Name,Scheme Name,PI Details
709,Automated Aid for Screening of Oral Cavity Lesions - A Feasibility Study,-,Amit Sethi
710,Developing a context appropriate treadle pump for irrigation of small farms in a tribal region of Palghar district,-,Deepak Marla
711,"Design, development, and testing of aerogel-based steam generation system and solar cooker",-,Anish Modi
712,Validation of a standardized protocol for early diagnosis of cardiovascular risk with intracoronary imaging and a whole-body in silico metabolic model,-,Venkatesh Vishwanath Kareenhalli
713,Droplet microfluidic platform for cell encapsulation,-,Venkata Ramana Gundabala
714,Development of a cell culture system that will facilitate expansion of human Mesenchymal Stem Cells without sacrificing their stemness,-,Abhijit Majumder
715,Multifunctional Motion-tolerant Cuff-less Blood Pressure and SpO2 Monitoring,-,Maryam Shojaei Baghini
716,Cognitive markers of ADHD subtypes,-,Rashmi Gupta
717,Recruitment for Designing a model WATSAN system for a large village and developing a design tool for wider application,-,Bakul Rao
718,Understanding the metabolic reprograming linked with (dys)regulation of islet amyloid polypeptide (IAPP) expression in Type 2 Diabetes mellitus (T2DM),-,Ashutosh Kumar
719,Faraday wave instability device for high-concentration droplet generation: Application to aerosol synthesis of drug containing nanoparticles,-,Ratul Dasgupta
720,Drug-nanoparticle-polymer conjugate as a platform for targeted treatment of pancreatic cancer,-,Rajdip Bandyopadhyaya
721,Development of Slit-lamp Scope as a stereophotographic tool for glaucoma evaluation and documentation,-,Sumit Saxena
722,"Low-cost, wearable foot insole-based balance and gait monitoring and rehabilitation system",-,Neeta Kanekar
723,IoT Based Affordable Point-of-care test kit for detection of prediabetes and gestational diabetes,-,Rohit Srivastava
724,Nano-carbon sensor based diagnostic tool for early cardiac risk assessment,-,Siddharth Tallur
725,Design and development of a low-cost handheld Vis-NIR Fourier transform spectrometer for biomedical applications,-,Parinda Rahul Vasa
726,Design and Development of X-Ray High Frequency Power Supply Unit,-,Mukul Chandrakant Chandorkar
727,Development of Finite deformation crystal plasticity model for creep-fatigue deformation in superalloys,GTMAP,Padubidri Janardhan Achar Guruprasad
728,Development of Materials for Sodium-ion-batteries,Extra Mural Research,Vngaranahalli Srinivasan Raja
729,Local cohomology modules of ring of invariants,-,Tony Puthenpurakal Joseph
730,Shock Ray Theory in Inhomogeneous Moving Media,-,S Baskar
731,"Imagining how a cell thinks: The design of Biochemical Circuits that do Inference, Learning, and Control",CRG (Core Research Grant),Manoj Gopalkrishnan
732,Computational study of 3D organization of chromatin,CRG (Core Research Grant),Ranjith Padinhateeri
733,Developing small molecules that mimic the selectivity and gating of transmembrane ion transporters,CRG (Core Research Grant),Nandita Madhavan
734,"Lewis Acid Catalyzed Rearrangements in the Synthesis of Natural Products, Drug Candidates and Valuable Compounds",CRG (Core Research Grant),Rodney Agustinho Fernandes
735,Combinatorics of Polynomials and Theoretical Computer Science,MATRICS,Srikanth Srinivasan
736,Arithmetic Circuit Complexity of the polynomials in VP,MATRICS,Nutan Limaye
737,Some Problems in Patterned Random Matrices,MATRICS,Koushik Saha
738,Green Manufacturing of Automobile Forgings by Precision Forging,"ITDD (Innovation, Technology Development and Deployment)",Prashant Prabhakar Date
739,Some problems on Harmonic analysis on Lie groups and for hypergeometric transforms associated with root systems,MATRICS,Sanjoy Pusti
740,Hierarchical assembly of hybrid anisotropic building blocks and theirrheological properties,Early Career Research Award,Sunita Premshankarlal Srivastava
741,Multiscale Understanding of Nanoporosity Evolution during Selective Dissolution of a Metal Alloy,CRG (Core Research Grant),Abhijit Chatterjee
742,Thermally Labile Metal Monoalkylphosphates: Precursors for Ceramic Materials and Energy Applications,CRG (Core Research Grant),Murugavel Ramaswamy
743,RuTAG Centre IIT Bombay Developing Demand-Driven Technology for Rural Areas,Grant-in-Aid,Satish B Agnihotri
744,Content Caching and Delivery over Wireless Networks,CRG (Core Research Grant),Nikhil Prakash Karamchandani
745,High efficiency GaN based LEDs using dot in a wIre with increased quantum confinement and large internal/external quantum efficiency,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Swaroop Ganguly
746,Adaptive Parameter Estimation and Adaptive Control of Partial Differential Equations,Early Career Research Award,Vivek Natarajan
747,Towards Scaling up Learning Agents,Early Career Research Award,Shivaram Kalyanakrishnan
748,Finite element methods for nonlinear plate bending problems and optimal control problems governed by nonlinear plates,MATRICS,Neela Nataraj
749,Deleted,-,Vivek Natarajan
750,National Centre for Clean Coal Research and Development,Centre,Sandip Kumar Saha
751,Dynamics of Radially Expanding Thin Liquid Sheets,CRG (Core Research Grant),Mahesh S. Tirumkudulu
752,Atomic Layer Deposition of p-Type Delafossite Transparent Conducting Oxides and Its Possible Application in Perovskite Based Solar Cells,CRG (Core Research Grant),Shaibal Kanti Krishna Chaitanya Sarkar
753,Ontology based integration of Planning data and applications,NRDMS Programme,Milind Ashok Sohoni
754,Molecular Dynamics Investigation of the Dynamics and Regulation of the HIV-1 Restriction Factor SAMHD1,CRG (Core Research Grant),Swati Bhattacharya
755,National Centre for Clean Coal Research and Development,Centre,Vngaranahalli Srinivasan Raja
756,Comprehensive biostratigraphy and palaeoenvironmental reconstruction of the Cenomanian-Turonian faunal turnover event recorded in peninsular India,CRG (Core Research Grant),Jahnavi Punekar
757,Turbulent suspensions: Modelling and experiments,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Partha Sarathi Goswami
758,Form-Finding and load analysis of Tensile membrane structures by Stochastic Optimisation,CRG (Core Research Grant) (PAC Civil and Mechanical Engineering),Siddhartha Ghosh
759,Flood Prediction in Ungauged basins using an Instaneous Dryness-Index basins using an Instantaneous Dryness-Index Based Zero parameter Hydrological model,CRG (Core Research Grant),Basudev Biswal
760,Development of High Resolution Coastal Relief Model (CRM) Of North Maharashtra,NRDMS Programme,Balaji Ramakrishnan
761,Machine Learning for Health and Wellbeing: Big Data Analytics on data from continuous non-invasive Monitoring of Breathing and other Biomarkers through Wearable Sensors,Early Career Research Award,Shantanu Tripathi
762,Community-Scale Energy Demand Reduction in India (CEDRI),Technology Development Programme,Himanshu J. Bahirat
763,SMART Planning and Operations of Grids with Renewables and Storage (SPOReS),"ITDD (Innovation, Technology Development and Deployment)",Krithivasan Sankara Ramamritham
764,"Development of new Mg-S Battery Chemistry and electrodes through Synthesis, Characterization, and Simulations",-,Sagar Mitra
765,Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage,-,Pratibha Sharma
766,Complementary probes of self-interacting dark matter models,Early Career Research Award,Vikram Rentala
767,Characterization and applications of tailored attosecond pulses:a theoretical study,Early Career Research Award (EC Physical & Mathematical Sciences),Gopal Dixit
768,Time dependent mean-field approach to many-body localized phase,Early Career Research Award,Soumya Bera
769,Augmenting Research and Teaching Infrastructure at the Department of Chemistry,FIST,"Head, Chemistry"
770,A class of multi-scale problems from random dynamical systems,MATRICS,K. Sureshkumar
771,Biosynthetic evolution of plant terpenoids on a rafting continent,SwarnaJayanti Fellowship,Suryendu Kinkar Kumar Dutta
772,The Ramanujan Fellowship Award,Ramanujan Fellowship,Mithun Chowdhury
773,Maximum Number of Zeros of Polynomial Systems over Finite Fields with Applications to Coding Theory,MATRICS,Sudhir Ramakant Ghorpade
774,Information Geometry of Reaction Networks,MATRICS,Manoj Gopalkrishnan
775,Col-GaSS: Collaboration on Glaciers and Snow/Firn Characteristics Variability Studies in Polar and Subpolar Regions,BRICS,Gulab Singh
776,Large Area Opto-Electronics for Australia and India: From Materials to Advanced Devices,Indo-Australia,Dinesh Jugal Kabra
777,Collaborative activities between IIT Bombay and Ethiopian Science and Technology Universities (STUs) in the Field of Geospatial Information System (GIS) under India-Ethiopia Science and Technology Framework,International Cooperation -Ethiopia,RAAJ Ramsankaran
778,Optimized thermal utilization of Municipal Solid Waste Derived Fuel in India,International Cooperation - Indo-Austrian,Anurag Garg
779,Crowdsourcing for Language Processing (CLAP): A platform for collecting labeled data for speech and language processing,IMPRINT-2-M-1,Preethi Jyothi
780,Preclinical evaluation and clinical translation of lippolymeric nanodelivery of drugs for acute lung diseases,IMPRINT-2-M-1,Sanjeeva Srivastava
781,Smart Tools for intelligent Operation of Renewable Energy integrated power System (STORES),IMPRINT-2-M-1,Zakir Hussain Rather
782,Inspire Faculty Scheme dated:11.05.2018,INSPIRE Faculty Award,Debanjana Mitra
783,A Silicon Photonic Integrated Circuit for Wavelength Division Multiplexed Passive Optical Network,TARE (Teachers Associateship for Research Excellence),Shalabh Gupta
784,Fabrication of lead free perovskite solar cell: An approach towards environmental friendly and efficient solar cell,WOS-A (Women Scientist Scheme A),Dipti Gupta
785,Deciphering the role of TPS1 and TPS2 in nutrient mediated pseudohyphal differentiation in Saccharomyces cerevisiae,WOS-A (Women Scientist Scheme A),Paike Jayadeva Bhat
786,"Design and development of point-of-care test for thyroid stimulating hormone (TSH), triiodothyronine (T3) and thyroxine (T4) hormone in whole blood",WOS-B (Women Scientist Scheme B),Rohit Srivastava
787,Effect of food processes on phytase activity and bioavailability of ironand zinc from developed wheat varieties,WOS-A (Women Scientist Scheme A),Prasenjit Ranjith Kumar Bhaumik
788,Erasmus+ CBHE action CAPSEM - Capacity Building in Sustainability and Environmental Management,Erasmus+,Shyam R Asolekar
789,Self-administered microneedle technologies for intradermal sustained depot delivery of contraceptives,-,Sanjeeva Srivastava
790,Google PhD Fellowship Award,Google PhD Fellowship,Sunita Bishwanath Sarawagi
791,"OpenMind: Continuous, Compositional, and Human intervenable Learning",-,Sunita Bishwanath Sarawagi
792,Assessing Malnutrition in School Going Children in Mumbai suburbs and Possible Intervention,-,Narendra Govinddas Shah
793,IBM Faculty award,IBM Faculty award,Paluri Satya Vydeeswara Nataraj
794,Growth factor and silver nanoparticle embedded photo-curable gelatin gels as tissue adhesives,Grant-in-Aid,Shamik Rabindranath Sen
795,Efficient Quantitative Verification,Indo-French (IFCPAR) - DST INRIA,S. Akshay
796,High Temperature Capable Static Seals Technology Development for Gas Turbine Application,Uchhatar Avishkar Yojana (Phase 2),Prashant Prabhakar Date
797,Near-Data Processing for Energy-efficient Big Data Analysis,-,Virendra Singh
798,Internal Project of 13DIT001 for Salaries,-,P. Baylon Godfrey Fernandes
799,Discrete mechanics and Optimal Control applied to the Reusable Launch Vehicle,-,Ravi N Banavar
800,Development of a NIR laser based platform for emulating single event effects on integrated circuits due to radiation strikes,-,Shalabh Gupta
801,Development of a high-speed LVDS transmitter and receiver in SCL 180nm CMOS technology,-,Shalabh Gupta
802,Modelling of Water Quality Parameters for coastal and Inland Water Bodies using Data from Multispectral and Hyperspectral iMaging systems,-,Shirishkumar Shankarrao Gedam
803,Magnetogenesis: Linking Fundamental Physics and Astro-Physics,-,Shankaranarayanan Subramaniam
804,Development of a Structural Health Monitoring System for Condition Assessment of Large Composite Sandwich Panels Using Ultrasonic Guided Wave Technique,-,Sauvik Banerjee
805,Understanding the interaction between transportation systems and land use in Mumbai Metropolitan Region using satellite data,-,Gopal Ramachandra Patil
806,Microstructural engineering in Niobium alloys for enhanced performance,-,Amol Anant Gokhale
807,Investigation of flow separation mitigation techniques under hypersonic shock wave boundary layer interactions for scramjet engine applications,-,Viren I. Menezes
808,Field Evaluation and Scale-up Model of Locally Available Fibers for Water Storage Tank Construction in Rural Areas for Waters Management,-,Eldho Thekkilakkattu Iype
